game_id;category_id
q4uwSQ7wtF;hBqZ3Ar4RJ
uYxxLDTXVB;hBqZ3Ar4RJ
siLJ5aQ27t;hBqZ3Ar4RJ
J9USVuZncv;hBqZ3Ar4RJ
J9USVuZncv;MWoxgHrOJD
J9USVuZncv;WVMOS3s2pb
JsrWCok3Fp;hBqZ3Ar4RJ
jWH0oX6i05;hBqZ3Ar4RJ
jWH0oX6i05;MWoxgHrOJD
jWH0oX6i05;WVMOS3s2pb
r5plR3MEQd;hBqZ3Ar4RJ
sGaA6OmCbD;hBqZ3Ar4RJ
j7iG3F3YGb;hBqZ3Ar4RJ
j7iG3F3YGb;7rV11PKqME
j7iG3F3YGb;ov6sEmlkiC
j7iG3F3YGb;2Gu62aKdma
VhN5sGmKZb;hBqZ3Ar4RJ
VhN5sGmKZb;gsekjrPJz0
VhN5sGmKZb;rrvd68LjOR
zcGFX28Ikv;hBqZ3Ar4RJ
zcGFX28Ikv;jZEDOpx07e
zcGFX28Ikv;3B3QpKvXD3
zY5wsvJA1E;hBqZ3Ar4RJ
zY5wsvJA1E;mavSOM8vjH
xHfLl6lTbD;hBqZ3Ar4RJ
xHfLl6lTbD;MWoxgHrOJD
eXLGN0PDa0;hBqZ3Ar4RJ
eXLGN0PDa0;rrvd68LjOR
eXLGN0PDa0;AujCle9cUq
eXLGN0PDa0;WVMOS3s2pb
tySccwG07G;hBqZ3Ar4RJ
tySccwG07G;TR4CiP8Huj
WJu3CIR05S;hBqZ3Ar4RJ
uwafO6PxJz;hBqZ3Ar4RJ
uwafO6PxJz;a8NM5cugJX
uwafO6PxJz;buDTYyPw4D
Na0Q2VfYjb;hBqZ3Ar4RJ
Gy7tF53tw7;hBqZ3Ar4RJ
Gy7tF53tw7;N0TkEGfEsF
DHsTgV1vMi;hBqZ3Ar4RJ
DHsTgV1vMi;MWoxgHrOJD
DHsTgV1vMi;rrvd68LjOR
vLt0l5gkZi;hBqZ3Ar4RJ
vLt0l5gkZi;v4SfYtS2Lr
vLt0l5gkZi;rrvd68LjOR
htV4CDBuZq;hBqZ3Ar4RJ
htV4CDBuZq;v4SfYtS2Lr
htV4CDBuZq;jX8asGGR6o
b8hza9mZDC;hBqZ3Ar4RJ
b8hza9mZDC;a8NM5cugJX
b8hza9mZDC;ZTneo8TaIO
b8hza9mZDC;WVMOS3s2pb
6IhNXnba45;hBqZ3Ar4RJ
6IhNXnba45;a8NM5cugJX
6IhNXnba45;rrvd68LjOR
6IhNXnba45;jZEDOpx07e
SLZl2fMDSh;hBqZ3Ar4RJ
Eb0t5Fijcg;hBqZ3Ar4RJ
0AyuC0r0PF;hBqZ3Ar4RJ
mzfMlvqlfe;hBqZ3Ar4RJ
LcG1vUsdCP;hBqZ3Ar4RJ
039decNLfZ;hBqZ3Ar4RJ
vkA0hfz6bq;hBqZ3Ar4RJ
jWlVwqWIqJ;hBqZ3Ar4RJ
jWlVwqWIqJ;MWoxgHrOJD
T6YJFDXX6H;hBqZ3Ar4RJ
T6YJFDXX6H;v4SfYtS2Lr
T6YJFDXX6H;X8J7RM6dxX
TinUusk4Mm;hBqZ3Ar4RJ
TinUusk4Mm;v4SfYtS2Lr
TinUusk4Mm;X8J7RM6dxX
FzeC1rbz4g;hBqZ3Ar4RJ
tHLuB2rYEI;hBqZ3Ar4RJ
btKtuBMy0s;hBqZ3Ar4RJ
6L95QrNZm1;hBqZ3Ar4RJ
6L95QrNZm1;X8J7RM6dxX
eZV48laAB2;hBqZ3Ar4RJ
eZV48laAB2;Wr8uXcoR9p
eZV48laAB2;ov6sEmlkiC
eZV48laAB2;WVMOS3s2pb
DTCOQNTNaX;hBqZ3Ar4RJ
DTCOQNTNaX;a8NM5cugJX
DTCOQNTNaX;eX8uuNlQkQ
DTCOQNTNaX;Wr8uXcoR9p
DTCOQNTNaX;WVMOS3s2pb
nsmVFRNn6N;hBqZ3Ar4RJ
rFur5mYG1d;hBqZ3Ar4RJ
rFur5mYG1d;X8J7RM6dxX
NFw092y6hn;hBqZ3Ar4RJ
O9hSQzFySl;hBqZ3Ar4RJ
O9hSQzFySl;HKaYVNIxAJ
O9hSQzFySl;bKrxqD9mYc
eQHU4pdpEr;hBqZ3Ar4RJ
eQHU4pdpEr;3B3QpKvXD3
lrEFgct43e;hBqZ3Ar4RJ
j3pi0we6LL;hBqZ3Ar4RJ
BgFWIlJfdn;hBqZ3Ar4RJ
BgFWIlJfdn;a8NM5cugJX
BgFWIlJfdn;Wr8uXcoR9p
Ss6sNMHACZ;hBqZ3Ar4RJ
qwLD4DLV8H;hBqZ3Ar4RJ
qwLD4DLV8H;jX8asGGR6o
lvMWs7RmCn;hBqZ3Ar4RJ
S6WOc6NYNb;hBqZ3Ar4RJ
S6WOc6NYNb;rrvd68LjOR
La8O0lWQiI;hBqZ3Ar4RJ
La8O0lWQiI;MWoxgHrOJD
La8O0lWQiI;Wr8uXcoR9p
Fyvv7W4vnn;hBqZ3Ar4RJ
lT7oO4meJK;hBqZ3Ar4RJ
lT7oO4meJK;WVMOS3s2pb
yoXmxnfBYx;hBqZ3Ar4RJ
yoXmxnfBYx;mavSOM8vjH
yoXmxnfBYx;N0TkEGfEsF
KFBlyZOyDX;hBqZ3Ar4RJ
KFBlyZOyDX;9EIayX6n5a
GLmDQAapMy;hBqZ3Ar4RJ
GLmDQAapMy;MWoxgHrOJD
GLmDQAapMy;gsekjrPJz0
GLmDQAapMy;Wr8uXcoR9p
GLmDQAapMy;YyszHun1HP
pvFSoiwCAF;hBqZ3Ar4RJ
CB49xyrtAd;hBqZ3Ar4RJ
CB49xyrtAd;bKrxqD9mYc
CB49xyrtAd;We3MM46qBr
CB49xyrtAd;TYnxiuiI3X
CB49xyrtAd;rrvd68LjOR
CB49xyrtAd;ZhlfIPxYsw
CB49xyrtAd;X8J7RM6dxX
hhpoYmGObi;hBqZ3Ar4RJ
hhpoYmGObi;YrDuNj8lvr
eLto06M8AO;hBqZ3Ar4RJ
eLto06M8AO;rrvd68LjOR
oCbWdqJTAW;hBqZ3Ar4RJ
ge168qKCJ0;hBqZ3Ar4RJ
oVTGoSMPvy;hBqZ3Ar4RJ
oVTGoSMPvy;X8J7RM6dxX
Ms9ugWj1aA;hBqZ3Ar4RJ
Ms9ugWj1aA;v4SfYtS2Lr
Ms9ugWj1aA;X8J7RM6dxX
2NNSRN3r4M;hBqZ3Ar4RJ
2NNSRN3r4M;v4SfYtS2Lr
2NNSRN3r4M;X8J7RM6dxX
qpXxYJnI5K;hBqZ3Ar4RJ
qpXxYJnI5K;v4SfYtS2Lr
qpXxYJnI5K;X8J7RM6dxX
XT7PCFt73C;hBqZ3Ar4RJ
XT7PCFt73C;rrvd68LjOR
JDb6mlbXiX;hBqZ3Ar4RJ
qazOxxVyKB;hBqZ3Ar4RJ
ZYhFvIQY39;hBqZ3Ar4RJ
ZYhFvIQY39;KUBCKBkGxV
ZYhFvIQY39;rrvd68LjOR
ZYhFvIQY39;FC6ElKI9tk
ZYhFvIQY39;L6NUwNdblq
ZYhFvIQY39;9EIayX6n5a
ZYhFvIQY39;jX8asGGR6o
jJfPsIWBfC;hBqZ3Ar4RJ
VYm7ZoEL8i;hBqZ3Ar4RJ
UbXC31hKRb;hBqZ3Ar4RJ
UbXC31hKRb;a8NM5cugJX
UbXC31hKRb;bKrxqD9mYc
7fmIfGI6oy;hBqZ3Ar4RJ
7fmIfGI6oy;rrvd68LjOR
4LjSsonJFl;hBqZ3Ar4RJ
4LjSsonJFl;v4SfYtS2Lr
4LjSsonJFl;QAYkTHK1Dd
4LjSsonJFl;jX8asGGR6o
2V9TFEMjiV;hBqZ3Ar4RJ
2V9TFEMjiV;gscaL52VDG
2V9TFEMjiV;jX8asGGR6o
RLlDWHh7hR;KUBCKBkGxV
RLlDWHh7hR;ZTneo8TaIO
07FXm6tX4o;KUBCKBkGxV
07FXm6tX4o;ZTneo8TaIO
07FXm6tX4o;tQGLgwdbYH
4rn2FX1Eon;KUBCKBkGxV
4rn2FX1Eon;ZTneo8TaIO
4G32qGJZWs;KUBCKBkGxV
4G32qGJZWs;eX8uuNlQkQ
4G32qGJZWs;ge8pIhEUGE
4G32qGJZWs;ZTneo8TaIO
4G32qGJZWs;cAIkk5aLdQ
4G32qGJZWs;VzyslQJGrG
30ltPnwaqy;KUBCKBkGxV
30ltPnwaqy;yq6hVlbM2R
30ltPnwaqy;dO9HVl2TW7
30ltPnwaqy;zyj9ZK3mHB
8t0Cstr6oX;KUBCKBkGxV
8t0Cstr6oX;ge8pIhEUGE
8t0Cstr6oX;ZTneo8TaIO
8t0Cstr6oX;3B3QpKvXD3
3RVcHxhPEZ;KUBCKBkGxV
3RVcHxhPEZ;cAIkk5aLdQ
zBikUpC51l;KUBCKBkGxV
zBikUpC51l;ZTneo8TaIO
zBikUpC51l;upXZ8vNfNO
zBikUpC51l;QAYkTHK1Dd
zBikUpC51l;MHkqIVxwtx
exdy1Z2bSC;KUBCKBkGxV
exdy1Z2bSC;yq6hVlbM2R
exdy1Z2bSC;ZTneo8TaIO
exdy1Z2bSC;upXZ8vNfNO
exdy1Z2bSC;2Gu62aKdma
ZwlnfX1J2z;KUBCKBkGxV
ZwlnfX1J2z;ZTneo8TaIO
ZwlnfX1J2z;upXZ8vNfNO
ZwlnfX1J2z;cAIkk5aLdQ
bSFxESny3q;KUBCKBkGxV
bSFxESny3q;tQGLgwdbYH
kDvbzBiavI;KUBCKBkGxV
kDvbzBiavI;eX8uuNlQkQ
kDvbzBiavI;yq6hVlbM2R
kDvbzBiavI;3B3QpKvXD3
VbH6pNiGCH;KUBCKBkGxV
VbH6pNiGCH;ZTneo8TaIO
VbH6pNiGCH;upXZ8vNfNO
VbH6pNiGCH;FC6ElKI9tk
VbH6pNiGCH;dO9HVl2TW7
VbH6pNiGCH;jX8asGGR6o
zzISbkSWvd;KUBCKBkGxV
zzISbkSWvd;eX8uuNlQkQ
zzISbkSWvd;upXZ8vNfNO
zzISbkSWvd;dO9HVl2TW7
zzISbkSWvd;9EIayX6n5a
a1DnNmZRpb;KUBCKBkGxV
a1DnNmZRpb;ZhlfIPxYsw
a1DnNmZRpb;WVMOS3s2pb
a1DnNmZRpb;3B3QpKvXD3
08asLSfoZy;KUBCKBkGxV
08asLSfoZy;ge8pIhEUGE
08asLSfoZy;yq6hVlbM2R
08asLSfoZy;ZTneo8TaIO
08asLSfoZy;upXZ8vNfNO
08asLSfoZy;VzyslQJGrG
CqocZK7pu6;KUBCKBkGxV
ApSXoXA1Gs;KUBCKBkGxV
ApSXoXA1Gs;gsekjrPJz0
ApSXoXA1Gs;TR4CiP8Huj
T8zWWdh0DR;KUBCKBkGxV
T8zWWdh0DR;ODWOjWAJj3
T8zWWdh0DR;N0TkEGfEsF
T8zWWdh0DR;yq6hVlbM2R
T8zWWdh0DR;Wr8uXcoR9p
T8zWWdh0DR;jZEDOpx07e
uNNMm6GiSF;KUBCKBkGxV
uNNMm6GiSF;mavSOM8vjH
uNNMm6GiSF;ZTneo8TaIO
uNNMm6GiSF;2Gu62aKdma
YA8Q7IRwaC;KUBCKBkGxV
YA8Q7IRwaC;MWoxgHrOJD
YA8Q7IRwaC;vqZ5XzGWQD
kbQ7WwkwRW;KUBCKBkGxV
kbQ7WwkwRW;mavSOM8vjH
kbQ7WwkwRW;PzWI2uaif0
bz92QhqAfa;KUBCKBkGxV
bz92QhqAfa;bCBXJy9qDw
bz92QhqAfa;Kk70K0524Z
JdpRadPLi2;KUBCKBkGxV
JdpRadPLi2;cAIkk5aLdQ
JdpRadPLi2;FC6ElKI9tk
JdpRadPLi2;3B3QpKvXD3
UVbhOSJZCA;KUBCKBkGxV
UVbhOSJZCA;PinhJrhnxU
UVbhOSJZCA;yq6hVlbM2R
Zd3nGqEu4q;KUBCKBkGxV
Zd3nGqEu4q;eX8uuNlQkQ
Zd3nGqEu4q;ZTneo8TaIO
Zd3nGqEu4q;cAIkk5aLdQ
5e5qeOvkp3;KUBCKBkGxV
5e5qeOvkp3;eX8uuNlQkQ
5e5qeOvkp3;mavSOM8vjH
5e5qeOvkp3;ZTneo8TaIO
5e5qeOvkp3;upXZ8vNfNO
5e5qeOvkp3;cAIkk5aLdQ
5e5qeOvkp3;dO9HVl2TW7
btFnlGIdZD;KUBCKBkGxV
btFnlGIdZD;yq6hVlbM2R
Pmb6ULttIc;KUBCKBkGxV
Pmb6ULttIc;4mOtRRwSoj
ytTnB2SMG6;KUBCKBkGxV
ytTnB2SMG6;yq6hVlbM2R
ytTnB2SMG6;upXZ8vNfNO
ytTnB2SMG6;rrvd68LjOR
ytTnB2SMG6;FC6ElKI9tk
ytTnB2SMG6;3B3QpKvXD3
ytTnB2SMG6;0MdRqhkNpw
ytTnB2SMG6;CWYOF9xu7O
CsQvKyj4Va;KUBCKBkGxV
CsQvKyj4Va;yq6hVlbM2R
CsQvKyj4Va;vqZ5XzGWQD
CsQvKyj4Va;dO9HVl2TW7
CsQvKyj4Va;3B3QpKvXD3
CsQvKyj4Va;VzyslQJGrG
CsQvKyj4Va;TR4CiP8Huj
CsQvKyj4Va;jX8asGGR6o
nxHqHmDDt1;KUBCKBkGxV
nxHqHmDDt1;ZTneo8TaIO
nxHqHmDDt1;upXZ8vNfNO
inrjoSn8GD;KUBCKBkGxV
inrjoSn8GD;ZTneo8TaIO
inrjoSn8GD;djokexoK0U
3KNI7IpaI8;KUBCKBkGxV
3KNI7IpaI8;ZTneo8TaIO
3KNI7IpaI8;TR4CiP8Huj
gEbKCsDsDk;KUBCKBkGxV
gEbKCsDsDk;ZTneo8TaIO
gEbKCsDsDk;FC6ElKI9tk
58eqTsOAuC;KUBCKBkGxV
58eqTsOAuC;yq6hVlbM2R
58eqTsOAuC;ZhlfIPxYsw
58eqTsOAuC;L6NUwNdblq
58eqTsOAuC;djokexoK0U
fd7jnoSPM6;KUBCKBkGxV
fd7jnoSPM6;upXZ8vNfNO
fd7jnoSPM6;vqZ5XzGWQD
fd7jnoSPM6;9EIayX6n5a
fd7jnoSPM6;CWYOF9xu7O
WKm8ApKkOk;KUBCKBkGxV
WKm8ApKkOk;QB4sEpx1Uu
WKm8ApKkOk;eX8uuNlQkQ
WKm8ApKkOk;ZTneo8TaIO
J9W6vjCo0I;KUBCKBkGxV
J9W6vjCo0I;ZTneo8TaIO
J9W6vjCo0I;cAIkk5aLdQ
J9W6vjCo0I;ZhlfIPxYsw
J9W6vjCo0I;FC6ElKI9tk
J9W6vjCo0I;MHkqIVxwtx
FknHStKZ4z;KUBCKBkGxV
FknHStKZ4z;yq6hVlbM2R
FknHStKZ4z;ZTneo8TaIO
FknHStKZ4z;upXZ8vNfNO
uFpj7zM2b0;KUBCKBkGxV
uFpj7zM2b0;ge8pIhEUGE
uFpj7zM2b0;B3NRLMK4xD
uFpj7zM2b0;zyj9ZK3mHB
uFpj7zM2b0;VzyslQJGrG
fMsqOx6Onh;KUBCKBkGxV
fMsqOx6Onh;yq6hVlbM2R
fMsqOx6Onh;cAIkk5aLdQ
fMsqOx6Onh;XeYUw9159M
fMsqOx6Onh;FC6ElKI9tk
uIAbNA34UF;KUBCKBkGxV
uIAbNA34UF;mavSOM8vjH
uIAbNA34UF;v4SfYtS2Lr
uIAbNA34UF;ZTneo8TaIO
uIAbNA34UF;upXZ8vNfNO
uIAbNA34UF;QAYkTHK1Dd
uIAbNA34UF;MHkqIVxwtx
H54fpEI6RV;KUBCKBkGxV
H54fpEI6RV;v4SfYtS2Lr
H54fpEI6RV;ZhlfIPxYsw
H54fpEI6RV;WVMOS3s2pb
H54fpEI6RV;3B3QpKvXD3
pqUKdUsnjR;KUBCKBkGxV
pqUKdUsnjR;bKrxqD9mYc
pqUKdUsnjR;TR4CiP8Huj
SB5C21NfMM;KUBCKBkGxV
SB5C21NfMM;v4SfYtS2Lr
SB5C21NfMM;ZTneo8TaIO
SB5C21NfMM;upXZ8vNfNO
SB5C21NfMM;cAIkk5aLdQ
SB5C21NfMM;dO9HVl2TW7
SB5C21NfMM;TR4CiP8Huj
Qg93YtpycK;KUBCKBkGxV
Qg93YtpycK;PinhJrhnxU
Qg93YtpycK;eX8uuNlQkQ
Qg93YtpycK;bCBXJy9qDw
Qg93YtpycK;cAIkk5aLdQ
7BS1mBRRAV;KUBCKBkGxV
7BS1mBRRAV;v4SfYtS2Lr
7BS1mBRRAV;ZTneo8TaIO
7BS1mBRRAV;QAYkTHK1Dd
7BS1mBRRAV;WVMOS3s2pb
7BS1mBRRAV;3B3QpKvXD3
sHZuFrrs8U;KUBCKBkGxV
YDIDvBIFw9;KUBCKBkGxV
YDIDvBIFw9;yq6hVlbM2R
YDIDvBIFw9;ZTneo8TaIO
YDIDvBIFw9;upXZ8vNfNO
YDIDvBIFw9;WVMOS3s2pb
6nYBDEt4Qd;KUBCKBkGxV
6nYBDEt4Qd;QAYkTHK1Dd
vnuO4rg1Xr;KUBCKBkGxV
vnuO4rg1Xr;mavSOM8vjH
vnuO4rg1Xr;v4SfYtS2Lr
vnuO4rg1Xr;3B3QpKvXD3
vnuO4rg1Xr;0MdRqhkNpw
5PDJBdycOv;KUBCKBkGxV
5PDJBdycOv;yq6hVlbM2R
5PDJBdycOv;ZTneo8TaIO
gMHerNI10n;KUBCKBkGxV
gMHerNI10n;eX8uuNlQkQ
gMHerNI10n;N0TkEGfEsF
gMHerNI10n;yq6hVlbM2R
G0oa0arGbg;KUBCKBkGxV
G0oa0arGbg;ZTneo8TaIO
G0oa0arGbg;cAIkk5aLdQ
G0oa0arGbg;ov6sEmlkiC
tbnumPfDrY;KUBCKBkGxV
tbnumPfDrY;v4SfYtS2Lr
tbnumPfDrY;ZTneo8TaIO
5sCQz6J5Su;KUBCKBkGxV
5sCQz6J5Su;eX8uuNlQkQ
5sCQz6J5Su;3B3QpKvXD3
LVGFgKtrcS;KUBCKBkGxV
LVGFgKtrcS;eX8uuNlQkQ
LVGFgKtrcS;mavSOM8vjH
LVGFgKtrcS;ZTneo8TaIO
vfm0WEZKmZ;KUBCKBkGxV
vfm0WEZKmZ;a8NM5cugJX
vfm0WEZKmZ;v4SfYtS2Lr
vfm0WEZKmZ;ZTneo8TaIO
vfm0WEZKmZ;WVMOS3s2pb
ABjr0oVsmc;KUBCKBkGxV
ABjr0oVsmc;a8NM5cugJX
ABjr0oVsmc;eX8uuNlQkQ
ABjr0oVsmc;yq6hVlbM2R
9nXH6CHdv9;KUBCKBkGxV
9nXH6CHdv9;eX8uuNlQkQ
9nXH6CHdv9;mavSOM8vjH
9nXH6CHdv9;v4SfYtS2Lr
9nXH6CHdv9;ZTneo8TaIO
9nXH6CHdv9;upXZ8vNfNO
9nXH6CHdv9;cAIkk5aLdQ
9nXH6CHdv9;dO9HVl2TW7
dhBQUVPDlD;KUBCKBkGxV
dhBQUVPDlD;upXZ8vNfNO
dhBQUVPDlD;vqZ5XzGWQD
dhBQUVPDlD;9EIayX6n5a
ddgfUUegfy;KUBCKBkGxV
ddgfUUegfy;ZTneo8TaIO
ddgfUUegfy;upXZ8vNfNO
ddgfUUegfy;FC6ElKI9tk
ddgfUUegfy;dO9HVl2TW7
vx6zKGeTkt;KUBCKBkGxV
vx6zKGeTkt;ODWOjWAJj3
L3d13z7INe;KUBCKBkGxV
L3d13z7INe;eX8uuNlQkQ
L3d13z7INe;ZTneo8TaIO
BhDVFxzmkE;KUBCKBkGxV
BhDVFxzmkE;N0TkEGfEsF
BhDVFxzmkE;ZTneo8TaIO
QriupdemvI;KUBCKBkGxV
QriupdemvI;yq6hVlbM2R
QriupdemvI;Hc6vcim5DS
HlYEuFIu7g;KUBCKBkGxV
HlYEuFIu7g;N0TkEGfEsF
b1R3M0nMNU;KUBCKBkGxV
b1R3M0nMNU;yq6hVlbM2R
b1R3M0nMNU;ZTneo8TaIO
b1R3M0nMNU;upXZ8vNfNO
wLA8OdcA4Z;KUBCKBkGxV
wLA8OdcA4Z;ZTneo8TaIO
wLA8OdcA4Z;upXZ8vNfNO
IChSGDROLE;KUBCKBkGxV
IChSGDROLE;yq6hVlbM2R
llEcYsjSgM;KUBCKBkGxV
llEcYsjSgM;eX8uuNlQkQ
jp8Y7hH54H;KUBCKBkGxV
jp8Y7hH54H;eX8uuNlQkQ
